strategy,token,timeframe,sl_mult,tp_mult,pf,win_rate,trades,max_dd,net_profit,sharpe,avg_rr,score,passed,reject_reason
Stoch RSI,MEW,4H,2.0,4.0,3.73,75.9,29,8.4,52.7,1.27,1.36,3.6057,True,
Stoch RSI,MEW,4H,2.0,5.0,4.51,75.9,29,8.4,71.6,1.38,1.56,4.3597,True,
Stoch RSI,MEW,4H,2.5,3.0,2.61,76.7,30,7.9,26.7,0.98,0.96,2.61,True,
Stoch RSI,MEW,4H,2.5,4.0,3.23,75.9,29,7.9,37.8,1.15,1.13,3.1223,True,
Stoch RSI,MEW,4H,2.5,5.0,3.91,75.9,29,7.9,51.4,1.28,1.29,3.7797,True,
Stoch RSI,PNUT,4H,1.0,1.5,2.1,63.5,115,9.1,148.7,1.05,1.17,2.1,True,
Stoch RSI,PNUT,4H,1.0,2.0,2.34,63.5,115,9.1,187.5,1.12,1.24,2.34,True,
Stoch RSI,PNUT,4H,1.0,2.5,2.6,62.6,115,9.1,270.0,1.22,1.36,2.6,True,
Stoch RSI,PNUT,4H,1.0,3.0,2.9,62.6,115,9.1,361.9,1.29,1.46,2.9,True,
Stoch RSI,PNUT,4H,1.0,4.0,3.23,62.3,114,9.1,451.9,1.29,1.55,3.23,True,
Stoch RSI,PNUT,4H,1.0,5.0,3.6,62.5,112,8.8,517.1,1.29,1.61,3.6,True,
Stoch RSI,PNUT,4H,1.25,1.5,2.05,65.5,113,6.7,122.0,1.04,1.06,2.05,True,
Stoch RSI,PNUT,4H,1.25,2.0,2.24,65.5,113,6.6,148.9,1.11,1.11,2.24,True,
Stoch RSI,PNUT,4H,1.25,2.5,2.47,64.6,113,6.6,205.5,1.21,1.21,2.47,True,
Stoch RSI,PNUT,4H,1.25,3.0,2.74,64.6,113,6.6,272.0,1.29,1.29,2.74,True,
Stoch RSI,PNUT,4H,1.25,4.0,3.02,64.3,112,6.6,337.1,1.3,1.38,3.02,True,
Stoch RSI,PNUT,4H,1.25,5.0,3.35,64.5,110,6.4,389.0,1.31,1.43,3.35,True,
Stoch RSI,PNUT,4H,1.5,2.0,2.33,69.0,113,6.4,144.6,1.19,1.02,2.33,True,
Stoch RSI,PNUT,4H,1.5,2.5,2.54,68.1,113,6.4,195.3,1.3,1.11,2.54,True,
Stoch RSI,PNUT,4H,1.5,3.0,2.79,68.1,113,6.4,246.9,1.37,1.18,2.79,True,
Stoch RSI,PNUT,4H,1.5,4.0,3.06,67.9,112,6.4,306.4,1.38,1.26,3.06,True,
Stoch RSI,PNUT,4H,1.5,5.0,3.4,68.2,110,6.1,358.2,1.4,1.32,3.4,True,
Stoch RSI,PNUT,4H,2.0,2.5,2.48,71.4,112,6.1,144.7,1.29,0.94,2.48,True,
Stoch RSI,PNUT,4H,2.0,3.0,2.7,71.4,112,6.1,179.2,1.37,1.0,2.7,True,
Stoch RSI,PNUT,4H,2.0,4.0,2.92,71.2,111,6.1,215.3,1.39,1.06,2.92,True,
Stoch RSI,PNUT,4H,2.0,5.0,3.23,71.6,109,5.9,249.2,1.41,1.11,3.23,True,
Stoch RSI,PNUT,4H,2.5,3.0,2.93,73.6,106,4.8,152.8,1.46,0.88,2.93,True,
Stoch RSI,PNUT,4H,2.5,4.0,3.17,73.3,105,4.8,182.0,1.48,0.93,3.17,True,
Stoch RSI,PNUT,4H,2.5,5.0,3.51,73.8,103,4.5,208.5,1.51,0.98,3.51,True,
Stoch RSI,MOODENG,4H,1.0,1.5,2.12,69.2,65,12.6,82.8,1.07,1.15,2.12,True,
Stoch RSI,MOODENG,4H,1.0,2.0,2.58,69.2,65,12.6,125.0,1.27,1.31,2.58,True,
Stoch RSI,MOODENG,4H,1.0,2.5,2.93,69.2,65,12.6,157.4,1.33,1.41,2.93,True,
Stoch RSI,MOODENG,4H,1.0,3.0,3.46,69.2,65,12.6,219.5,1.43,1.57,3.46,True,
Stoch RSI,MOODENG,4H,1.0,4.0,4.15,67.2,64,12.6,298.1,1.42,1.78,4.15,True,
Stoch RSI,MOODENG,4H,1.0,5.0,5.17,66.7,63,12.6,416.5,1.43,2.0,5.17,True,
Stoch RSI,MOODENG,4H,1.25,1.5,1.93,68.8,64,11.6,56.6,0.93,1.01,1.93,True,
Stoch RSI,MOODENG,4H,1.25,2.0,2.35,68.8,64,11.6,88.0,1.16,1.15,2.35,True,
Stoch RSI,MOODENG,4H,1.25,2.5,2.61,68.8,64,11.6,105.5,1.21,1.22,2.61,True,
Stoch RSI,MOODENG,4H,1.25,3.0,3.06,68.8,64,11.6,145.0,1.33,1.35,3.06,True,
Stoch RSI,MOODENG,4H,1.25,4.0,3.58,66.7,63,11.6,190.8,1.33,1.52,3.58,True,
Stoch RSI,MOODENG,4H,1.25,5.0,4.38,66.1,62,11.6,259.6,1.36,1.7,4.38,True,
Stoch RSI,MOODENG,4H,1.5,2.0,2.67,71.9,64,10.9,83.3,1.27,1.05,2.67,True,
Stoch RSI,MOODENG,4H,1.5,2.5,2.99,71.9,64,10.9,98.6,1.32,1.11,2.99,True,
Stoch RSI,MOODENG,4H,1.5,3.0,3.55,71.9,64,10.9,134.8,1.45,1.23,3.55,True,
Stoch RSI,MOODENG,4H,1.5,4.0,4.43,71.4,63,10.9,195.9,1.53,1.42,4.43,True,
Stoch RSI,MOODENG,4H,1.5,5.0,5.33,71.0,62,10.9,235.2,1.49,1.53,5.33,True,
Stoch RSI,MOODENG,4H,2.0,2.5,2.58,72.6,62,10.1,64.2,1.17,0.92,2.58,True,
Stoch RSI,MOODENG,4H,2.0,3.0,3.03,72.6,62,10.1,87.3,1.32,1.02,3.03,True,
Stoch RSI,MOODENG,4H,2.0,4.0,3.73,72.1,61,10.1,125.4,1.44,1.18,3.73,True,
Stoch RSI,MOODENG,4H,2.0,5.0,4.29,71.7,60,10.1,141.4,1.4,1.24,4.29,True,
Stoch RSI,MOODENG,4H,2.5,3.0,2.63,72.6,62,9.5,62.2,1.18,0.88,2.63,True,
Stoch RSI,MOODENG,4H,2.5,4.0,3.2,72.1,61,9.5,88.3,1.32,1.01,3.2,True,
Stoch RSI,MOODENG,4H,2.5,5.0,3.6,71.7,60,9.5,99.1,1.3,1.06,3.6,True,
FVG,SOL,1H,1.0,1.5,1.16,58.5,164,29.0,43.8,0.34,0.76,0.0,False,max_dd>=25.0
FVG,SOL,1H,1.0,2.0,1.12,55.8,163,30.8,34.4,0.28,0.76,0.0,False,max_dd>=25.0
FVG,SOL,1H,1.0,2.5,1.15,55.8,163,30.8,44.4,0.33,0.78,0.0,False,max_dd>=25.0
FVG,SOL,1H,1.0,3.0,1.17,55.8,163,30.8,49.7,0.36,0.8,0.0,False,max_dd>=25.0
FVG,SOL,1H,1.0,4.0,1.19,55.2,163,30.8,56.8,0.38,0.82,0.0,False,max_dd>=25.0
FVG,SOL,1H,1.0,5.0,1.23,55.3,161,30.8,69.3,0.42,0.84,0.0,False,max_dd>=25.0
FVG,SOL,1H,1.25,1.5,1.18,59.5,168,26.2,40.9,0.36,0.65,0.0,False,max_dd>=25.0
FVG,SOL,1H,1.25,2.0,1.16,57.5,167,27.7,38.0,0.34,0.66,0.0,False,max_dd>=25.0
FVG,SOL,1H,1.25,2.5,1.2,57.5,167,27.7,48.5,0.4,0.68,0.0,False,max_dd>=25.0
FVG,SOL,1H,1.25,3.0,1.21,57.5,167,27.7,52.4,0.42,0.69,0.0,False,max_dd>=25.0
FVG,SOL,1H,1.25,4.0,1.23,56.9,167,27.7,60.9,0.45,0.71,0.0,False,max_dd>=25.0
FVG,SOL,1H,1.25,5.0,1.28,57.3,164,27.7,69.7,0.49,0.72,0.0,False,max_dd>=25.0
FVG,SOL,1H,1.5,2.0,1.17,57.6,170,24.0,34.0,0.34,0.58,1.17,True,
FVG,SOL,1H,1.5,2.5,1.2,57.6,170,24.0,42.4,0.4,0.59,1.2,True,
FVG,SOL,1H,1.5,3.0,1.22,57.4,169,24.0,44.4,0.41,0.6,1.22,True,
FVG,SOL,1H,1.5,4.0,1.24,56.8,169,24.2,51.2,0.44,0.63,1.24,True,
FVG,SOL,1H,1.5,5.0,1.28,57.2,166,24.0,58.6,0.48,0.63,1.28,True,
FVG,SOL,1H,2.0,2.5,1.2,57.2,173,20.3,28.8,0.36,0.46,1.2,True,
FVG,SOL,1H,2.0,3.0,1.2,57.0,172,20.3,29.5,0.37,0.47,1.2,True,
FVG,SOL,1H,2.0,4.0,1.23,56.4,172,20.5,34.1,0.4,0.49,1.23,True,
FVG,SOL,1H,2.0,5.0,1.27,56.8,169,20.3,39.2,0.44,0.49,1.27,True,
FVG,SOL,1H,2.5,3.0,1.22,56.7,171,16.6,24.8,0.38,0.38,1.22,True,
FVG,SOL,1H,2.5,4.0,1.25,56.1,171,17.5,28.3,0.41,0.4,1.25,True,
FVG,SOL,1H,2.5,5.0,1.29,56.5,168,16.8,32.2,0.45,0.4,1.29,True,
FVG,ETH,1H,1.0,1.5,0.99,53.0,134,38.1,-1.6,0.02,0.74,0.0,False,max_dd>=25.0
FVG,ETH,1H,1.0,2.0,1.02,53.0,134,37.4,3.6,0.06,0.75,0.0,False,max_dd>=25.0
FVG,ETH,1H,1.0,2.5,1.04,52.3,132,36.7,6.3,0.09,0.78,0.0,False,max_dd>=25.0
FVG,ETH,1H,1.0,3.0,1.07,51.1,131,36.1,10.6,0.12,0.81,0.0,False,max_dd>=25.0
FVG,ETH,1H,1.0,4.0,1.14,51.5,130,34.9,21.9,0.2,0.83,0.0,False,max_dd>=25.0
FVG,ETH,1H,1.0,5.0,1.18,51.6,128,38.9,28.1,0.23,0.86,0.0,False,max_dd>=25.0
FVG,ETH,1H,1.25,1.5,0.96,52.6,137,32.8,-4.5,-0.02,0.6,0.0,False,max_dd>=25.0
FVG,ETH,1H,1.25,2.0,0.99,51.8,137,32.3,-1.8,0.01,0.61,0.0,False,max_dd>=25.0
FVG,ETH,1H,1.25,2.5,1.0,51.1,135,31.8,-0.1,0.03,0.63,0.0,False,max_dd>=25.0
FVG,ETH,1H,1.25,3.0,1.03,50.0,134,31.2,4.4,0.07,0.66,0.0,False,max_dd>=25.0
FVG,ETH,1H,1.25,4.0,1.1,50.4,133,30.2,13.3,0.15,0.67,0.0,False,max_dd>=25.0
FVG,ETH,1H,1.25,5.0,1.13,50.4,131,33.9,17.5,0.18,0.69,0.0,False,max_dd>=25.0
FVG,ETH,1H,1.5,2.0,1.02,52.2,138,26.1,2.1,0.05,0.51,0.0,False,max_dd>=25.0
FVG,ETH,1H,1.5,2.5,1.03,51.5,136,25.6,2.9,0.06,0.53,0.0,False,max_dd>=25.0
FVG,ETH,1H,1.5,3.0,1.07,50.4,135,25.1,7.5,0.11,0.56,0.0,False,max_dd>=25.0
FVG,ETH,1H,1.5,4.0,1.11,50.4,133,24.2,12.2,0.16,0.56,1.11,True,
FVG,ETH,1H,1.5,5.0,1.14,50.4,131,27.8,15.3,0.19,0.57,0.0,False,max_dd>=25.0
FVG,ETH,1H,2.0,2.5,1.02,51.5,136,22.1,1.4,0.04,0.42,1.02,True,
FVG,ETH,1H,2.0,3.0,1.06,50.4,135,21.7,4.8,0.09,0.44,1.06,True,
FVG,ETH,1H,2.0,4.0,1.1,50.4,133,20.9,8.2,0.13,0.44,1.1,True,
FVG,ETH,1H,2.0,5.0,1.13,50.4,131,23.5,11.1,0.17,0.46,1.13,True,
FVG,ETH,1H,2.5,3.0,1.07,50.0,136,16.8,5.1,0.1,0.36,1.07,True,
FVG,ETH,1H,2.5,4.0,1.11,50.0,134,16.2,7.9,0.15,0.36,1.11,True,
FVG,ETH,1H,2.5,5.0,1.15,50.0,132,18.3,10.2,0.18,0.37,1.15,True,
FVG,JTO,1H,1.0,1.5,2.27,54.5,11,5.2,13.4,0.28,0.61,0.8323,True,
FVG,JTO,1H,1.0,2.0,2.37,54.5,11,5.2,14.5,0.3,0.66,0.869,True,
FVG,JTO,1H,1.0,2.5,2.48,54.5,11,5.2,15.6,0.31,0.7,0.9093,True,
FVG,JTO,1H,1.0,3.0,2.58,54.5,11,5.2,16.7,0.33,0.75,0.946,True,
FVG,JTO,1H,1.0,4.0,2.79,54.5,11,5.2,19.0,0.35,0.84,1.023,True,
FVG,JTO,1H,1.0,5.0,2.99,54.5,11,5.2,21.2,0.36,0.93,1.0963,True,
FVG,JTO,1H,1.25,1.5,2.43,54.5,11,4.2,12.0,0.3,0.54,0.891,True,
FVG,JTO,1H,1.25,2.0,2.54,54.5,11,4.2,12.9,0.31,0.58,0.9313,True,
FVG,JTO,1H,1.25,2.5,2.64,54.5,11,4.2,13.8,0.33,0.62,0.968,True,
FVG,JTO,1H,1.25,3.0,2.74,54.5,11,4.2,14.7,0.34,0.65,1.0047,True,
FVG,JTO,1H,1.25,4.0,2.95,54.5,11,4.2,16.4,0.36,0.72,1.0817,True,
FVG,JTO,1H,1.25,5.0,3.16,54.5,11,4.2,18.2,0.38,0.8,1.1587,True,
FVG,JTO,1H,1.5,2.0,2.7,54.5,11,3.5,11.8,0.33,0.53,0.99,True,
FVG,JTO,1H,1.5,2.5,2.8,54.5,11,3.5,12.5,0.34,0.56,1.0267,True,
FVG,JTO,1H,1.5,3.0,2.9,54.5,11,3.5,13.2,0.35,0.59,1.0633,True,
FVG,JTO,1H,1.5,4.0,3.11,54.5,11,3.5,14.7,0.37,0.65,1.1403,True,
FVG,JTO,1H,1.5,5.0,3.31,54.5,11,3.5,16.2,0.39,0.71,1.2137,True,
FVG,JTO,1H,2.0,2.5,2.97,54.5,11,2.6,10.2,0.36,0.45,1.089,True,
FVG,JTO,1H,2.0,3.0,3.07,54.5,11,2.6,10.7,0.37,0.48,1.1257,True,
FVG,JTO,1H,2.0,4.0,3.28,54.5,11,2.6,11.8,0.39,0.52,1.2027,True,
FVG,JTO,1H,2.0,5.0,3.49,54.5,11,2.6,12.9,0.4,0.57,1.2797,True,
FVG,JTO,1H,2.5,3.0,3.19,54.5,11,2.1,9.0,0.38,0.4,1.1697,True,
FVG,JTO,1H,2.5,4.0,3.39,54.5,11,2.1,9.8,0.4,0.44,1.243,True,
FVG,JTO,1H,2.5,5.0,3.6,54.5,11,2.1,10.7,0.41,0.47,1.32,True,
FVG,WIF,1H,1.0,1.5,0.81,54.5,55,27.9,-17.8,-0.16,0.97,0.0,False,max_dd>=25.0
FVG,WIF,1H,1.0,2.0,0.85,52.7,55,24.3,-14.4,-0.12,1.04,0.0,False,unprofitable
FVG,WIF,1H,1.0,2.5,0.89,53.7,54,24.3,-10.9,-0.08,1.13,0.0,False,unprofitable
FVG,WIF,1H,1.0,3.0,0.95,53.7,54,24.6,-5.3,-0.01,1.2,0.0,False,unprofitable
FVG,WIF,1H,1.0,4.0,1.08,53.7,54,23.1,9.2,0.13,1.34,1.08,True,
FVG,WIF,1H,1.0,5.0,1.17,52.8,53,21.6,20.6,0.21,1.49,1.17,True,
FVG,WIF,1H,1.25,1.5,0.81,54.5,55,24.3,-15.1,-0.16,0.88,0.0,False,unprofitable
FVG,WIF,1H,1.25,2.0,0.85,52.7,55,21.2,-12.3,-0.12,0.93,0.0,False,unprofitable
FVG,WIF,1H,1.25,2.5,0.88,53.7,54,21.1,-9.8,-0.09,1.0,0.0,False,unprofitable
FVG,WIF,1H,1.25,3.0,0.94,53.7,54,21.3,-5.3,-0.03,1.06,0.0,False,unprofitable
FVG,WIF,1H,1.25,4.0,1.07,53.7,54,20.1,6.3,0.11,1.16,1.07,True,
FVG,WIF,1H,1.25,5.0,1.15,52.8,53,18.9,14.7,0.18,1.29,1.15,True,
FVG,WIF,1H,1.5,2.0,0.85,52.7,55,19.1,-10.6,-0.12,0.85,0.0,False,unprofitable
FVG,WIF,1H,1.5,2.5,0.88,53.7,54,18.7,-8.8,-0.09,0.91,0.0,False,unprofitable
FVG,WIF,1H,1.5,3.0,0.94,53.7,54,18.9,-4.9,-0.03,0.95,0.0,False,unprofitable
FVG,WIF,1H,1.5,4.0,1.06,53.7,54,17.9,4.7,0.09,1.04,1.06,True,
FVG,WIF,1H,1.5,5.0,1.13,52.8,53,16.8,11.3,0.16,1.14,1.13,True,
FVG,WIF,1H,2.0,2.5,0.91,52.7,55,17.3,-5.4,-0.07,0.77,0.0,False,unprofitable
FVG,WIF,1H,2.0,3.0,0.97,52.7,55,17.4,-1.9,-0.01,0.81,0.0,False,unprofitable
FVG,WIF,1H,2.0,4.0,1.1,54.5,55,16.6,6.6,0.13,0.89,1.1,True,
FVG,WIF,1H,2.0,5.0,1.19,53.7,54,15.8,12.2,0.2,0.97,1.19,True,
FVG,WIF,1H,2.5,3.0,1.02,54.5,55,14.5,1.1,0.04,0.7,1.02,True,
FVG,WIF,1H,2.5,4.0,1.15,56.4,55,13.8,8.0,0.16,0.76,1.15,True,
FVG,WIF,1H,2.5,5.0,1.23,55.6,54,13.1,12.2,0.23,0.82,1.23,True,
FVG,BONK,1H,1.0,1.5,1.36,63.4,213,16.1,178.0,0.7,0.88,1.36,True,
FVG,BONK,1H,1.0,2.0,1.38,62.7,212,15.3,197.9,0.74,0.91,1.38,True,
FVG,BONK,1H,1.0,2.5,1.39,62.4,210,15.9,207.6,0.75,0.92,1.39,True,
FVG,BONK,1H,1.0,3.0,1.42,62.4,210,15.9,242.9,0.81,0.94,1.42,True,
FVG,BONK,1H,1.0,4.0,1.53,62.8,207,15.9,389.0,0.97,1.03,1.53,True,
FVG,BONK,1H,1.0,5.0,1.64,63.6,206,15.9,543.7,1.08,1.08,1.64,True,
FVG,BONK,1H,1.25,1.5,1.34,64.2,215,14.8,133.8,0.67,0.79,1.34,True,
FVG,BONK,1H,1.25,2.0,1.35,63.3,215,14.1,139.0,0.68,0.82,1.35,True,
FVG,BONK,1H,1.25,2.5,1.36,62.9,213,14.6,145.2,0.7,0.83,1.36,True,
FVG,BONK,1H,1.25,3.0,1.39,62.9,213,14.6,174.2,0.77,0.86,1.39,True,
FVG,BONK,1H,1.25,4.0,1.52,63.5,211,14.6,285.3,0.96,0.94,1.52,True,
FVG,BONK,1H,1.25,5.0,1.64,64.1,209,14.6,407.2,1.08,0.99,1.64,True,
FVG,BONK,1H,1.5,2.0,1.35,63.4,216,13.2,115.1,0.67,0.75,1.35,True,
FVG,BONK,1H,1.5,2.5,1.36,63.1,214,13.6,118.3,0.68,0.76,1.36,True,
FVG,BONK,1H,1.5,3.0,1.4,63.1,214,13.6,141.3,0.75,0.79,1.4,True,
FVG,BONK,1H,1.5,4.0,1.53,63.7,212,13.6,226.1,0.95,0.85,1.53,True,
FVG,BONK,1H,1.5,5.0,1.64,64.1,209,13.6,303.5,1.06,0.89,1.64,True,
FVG,BONK,1H,2.0,2.5,1.47,64.2,215,9.5,113.4,0.78,0.65,1.47,True,
FVG,BONK,1H,2.0,3.0,1.52,64.2,215,9.5,132.5,0.85,0.67,1.52,True,
FVG,BONK,1H,2.0,4.0,1.61,64.3,213,11.6,183.1,1.0,0.72,1.61,True,
FVG,BONK,1H,2.0,5.0,1.74,64.8,210,11.6,237.6,1.11,0.75,1.74,True,
FVG,BONK,1H,2.5,3.0,1.48,64.2,218,8.8,96.3,0.79,0.58,1.48,True,
FVG,BONK,1H,2.5,4.0,1.58,64.2,215,10.4,130.4,0.93,0.62,1.58,True,
FVG,BONK,1H,2.5,5.0,1.72,64.6,212,10.4,168.5,1.06,0.64,1.72,True,
FVG,ORCA,1H,1.0,1.5,0.98,53.8,13,6.6,-0.3,-0.0,0.6,0.0,False,unprofitable
FVG,ORCA,1H,1.0,2.0,1.14,53.8,13,6.6,1.7,0.07,0.68,0.494,True,
FVG,ORCA,1H,1.0,2.5,1.31,53.8,13,6.6,3.7,0.13,0.76,0.5677,True,
FVG,ORCA,1H,1.0,3.0,1.46,53.8,13,6.6,5.7,0.18,0.84,0.6327,True,
FVG,ORCA,1H,1.0,4.0,1.76,53.8,13,6.6,9.8,0.25,0.99,0.7627,True,
FVG,ORCA,1H,1.0,5.0,2.05,53.8,13,6.6,14.0,0.29,1.14,0.8883,True,
FVG,ORCA,1H,1.25,1.5,1.02,53.8,13,5.7,0.2,0.02,0.53,0.442,True,
FVG,ORCA,1H,1.25,2.0,1.18,53.8,13,5.7,1.8,0.09,0.59,0.5113,True,
FVG,ORCA,1H,1.25,2.5,1.34,53.8,13,5.7,3.4,0.14,0.65,0.5807,True,
FVG,ORCA,1H,1.25,3.0,1.49,53.8,13,5.7,5.0,0.19,0.71,0.6457,True,
FVG,ORCA,1H,1.25,4.0,1.79,53.8,13,5.7,8.3,0.25,0.84,0.7757,True,
FVG,ORCA,1H,1.25,5.0,2.08,53.8,13,5.7,11.6,0.29,0.96,0.9013,True,
FVG,ORCA,1H,1.5,2.0,1.24,57.1,14,5.0,2.0,0.11,0.49,0.5787,True,
FVG,ORCA,1H,1.5,2.5,1.39,57.1,14,5.0,3.4,0.16,0.54,0.6487,True,
FVG,ORCA,1H,1.5,3.0,1.54,57.1,14,5.0,4.7,0.2,0.59,0.7187,True,
FVG,ORCA,1H,1.5,4.0,1.83,57.1,14,5.0,7.5,0.26,0.68,0.854,True,
FVG,ORCA,1H,1.5,5.0,2.11,57.1,14,5.0,10.2,0.3,0.78,0.9847,True,
FVG,ORCA,1H,2.0,2.5,1.37,57.1,14,4.3,2.6,0.15,0.44,0.6393,True,
FVG,ORCA,1H,2.0,3.0,1.51,57.1,14,4.3,3.6,0.19,0.48,0.7047,True,
FVG,ORCA,1H,2.0,4.0,1.79,57.1,14,4.3,5.6,0.25,0.55,0.8353,True,
FVG,ORCA,1H,2.0,5.0,2.06,57.1,14,4.3,7.7,0.29,0.62,0.9613,True,
FVG,ORCA,1H,2.5,3.0,1.48,57.1,14,3.8,2.9,0.17,0.41,0.6907,True,
FVG,ORCA,1H,2.5,4.0,1.74,57.1,14,3.8,4.5,0.24,0.47,0.812,True,
FVG,ORCA,1H,2.5,5.0,2.0,57.1,14,3.8,6.1,0.28,0.52,0.9333,True,
FVG,RENDER,1H,1.0,1.5,1.55,65.4,283,13.9,398.0,1.08,0.95,1.55,True,
FVG,RENDER,1H,1.0,2.0,1.64,65.5,278,14.6,606.8,1.26,1.01,1.64,True,
FVG,RENDER,1H,1.0,2.5,1.72,65.7,277,11.0,924.1,1.42,1.09,1.72,True,
FVG,RENDER,1H,1.0,3.0,1.78,65.0,274,12.6,1081.7,1.46,1.11,1.78,True,
FVG,RENDER,1H,1.0,4.0,1.9,65.3,268,12.6,1425.8,1.53,1.17,1.9,True,
FVG,RENDER,1H,1.0,5.0,1.93,65.4,266,12.6,1482.4,1.52,1.18,1.93,True,
FVG,RENDER,1H,1.25,1.5,1.62,66.4,283,14.8,332.0,1.13,0.84,1.62,True,
FVG,RENDER,1H,1.25,2.0,1.67,66.3,279,16.1,455.4,1.26,0.89,1.67,True,
FVG,RENDER,1H,1.25,2.5,1.74,65.9,279,13.6,599.4,1.37,0.95,1.74,True,
FVG,RENDER,1H,1.25,3.0,1.75,64.9,276,13.4,650.4,1.38,0.96,1.75,True,
FVG,RENDER,1H,1.25,4.0,1.82,64.9,271,13.5,797.0,1.44,1.01,1.82,True,
FVG,RENDER,1H,1.25,5.0,1.85,65.1,269,13.5,824.2,1.44,1.02,1.85,True,
FVG,RENDER,1H,1.5,2.0,1.72,67.1,280,14.0,381.8,1.3,0.8,1.72,True,
FVG,RENDER,1H,1.5,2.5,1.8,66.8,280,12.0,489.9,1.41,0.84,1.8,True,
FVG,RENDER,1H,1.5,3.0,1.82,65.7,277,12.0,534.0,1.43,0.85,1.82,True,
FVG,RENDER,1H,1.5,4.0,1.89,65.4,272,12.0,624.9,1.47,0.89,1.89,True,
FVG,RENDER,1H,1.5,5.0,1.91,65.6,270,12.0,634.1,1.46,0.9,1.91,True,
FVG,RENDER,1H,2.0,2.5,1.81,66.7,285,10.9,320.3,1.37,0.68,1.81,True,
FVG,RENDER,1H,2.0,3.0,1.84,65.6,282,10.0,348.7,1.4,0.69,1.84,True,
FVG,RENDER,1H,2.0,4.0,1.92,65.3,277,10.0,404.6,1.45,0.72,1.92,True,
FVG,RENDER,1H,2.0,5.0,1.94,65.5,275,10.0,405.9,1.45,0.73,1.94,True,
FVG,RENDER,1H,2.5,3.0,1.88,66.1,283,7.8,273.6,1.44,0.59,1.88,True,
FVG,RENDER,1H,2.5,4.0,1.97,65.8,278,7.8,312.3,1.49,0.61,1.97,True,
FVG,RENDER,1H,2.5,5.0,1.98,65.9,276,7.8,311.5,1.48,0.61,1.98,True,
FVG,JUP,1H,1.0,1.5,0.76,49.2,59,22.9,-18.4,-0.24,0.68,0.0,False,unprofitable
FVG,JUP,1H,1.0,2.0,0.83,49.2,59,20.6,-13.4,-0.15,0.73,0.0,False,unprofitable
FVG,JUP,1H,1.0,2.5,0.9,49.2,59,18.3,-8.2,-0.07,0.78,0.0,False,unprofitable
FVG,JUP,1H,1.0,3.0,0.97,49.2,59,17.6,-2.6,0.0,0.83,0.0,False,unprofitable
FVG,JUP,1H,1.0,4.0,1.1,49.2,59,17.6,9.3,0.13,0.93,1.1,True,
FVG,JUP,1H,1.0,5.0,1.21,49.2,59,17.6,22.4,0.24,1.03,1.21,True,
FVG,JUP,1H,1.25,1.5,0.77,49.2,59,19.1,-15.3,-0.23,0.6,0.0,False,unprofitable
FVG,JUP,1H,1.25,2.0,0.84,49.2,59,17.2,-11.1,-0.15,0.64,0.0,False,unprofitable
FVG,JUP,1H,1.25,2.5,0.9,49.2,59,15.2,-6.8,-0.08,0.68,0.0,False,unprofitable
FVG,JUP,1H,1.25,3.0,0.97,49.2,59,14.3,-2.3,-0.0,0.72,0.0,False,unprofitable
FVG,JUP,1H,1.25,4.0,1.09,49.2,59,14.3,7.2,0.12,0.8,1.09,True,
FVG,JUP,1H,1.25,5.0,1.21,49.2,59,14.3,17.5,0.23,0.88,1.21,True,
FVG,JUP,1H,1.5,2.0,0.84,49.2,59,14.9,-9.7,-0.15,0.58,0.0,False,unprofitable
FVG,JUP,1H,1.5,2.5,0.9,49.2,59,13.2,-6.1,-0.08,0.61,0.0,False,unprofitable
FVG,JUP,1H,1.5,3.0,0.96,49.2,59,12.2,-2.3,-0.01,0.65,0.0,False,unprofitable
FVG,JUP,1H,1.5,4.0,1.08,49.2,59,12.2,5.6,0.11,0.71,1.08,True,
FVG,JUP,1H,1.5,5.0,1.2,49.2,59,12.2,14.1,0.21,0.78,1.2,True,
FVG,JUP,1H,2.0,2.5,0.9,49.2,59,10.8,-5.3,-0.09,0.53,0.0,False,unprofitable
FVG,JUP,1H,2.0,3.0,0.95,49.2,59,9.6,-2.4,-0.03,0.55,0.0,False,unprofitable
FVG,JUP,1H,2.0,4.0,1.07,49.2,59,9.6,3.5,0.09,0.6,1.07,True,
FVG,JUP,1H,2.0,5.0,1.17,49.2,59,9.6,9.8,0.18,0.65,1.17,True,
FVG,JUP,1H,2.5,3.0,1.05,50.8,59,7.8,1.9,0.06,0.5,1.05,True,
FVG,JUP,1H,2.5,4.0,1.18,50.8,59,7.6,7.7,0.18,0.55,1.18,True,
FVG,JUP,1H,2.5,5.0,1.31,50.8,59,7.6,13.8,0.28,0.6,1.31,True,
FVG,PENGU,1H,1.0,1.5,1.41,62.9,259,23.4,227.2,0.82,0.86,1.41,True,
FVG,PENGU,1H,1.0,2.0,1.39,61.1,252,23.1,238.1,0.83,0.88,1.39,True,
FVG,PENGU,1H,1.0,2.5,1.42,60.5,253,23.1,280.0,0.88,0.91,1.42,True,
FVG,PENGU,1H,1.0,3.0,1.45,61.0,251,23.1,304.3,0.91,0.92,1.45,True,
FVG,PENGU,1H,1.0,4.0,1.55,61.6,250,23.1,437.9,1.05,0.95,1.55,True,
FVG,PENGU,1H,1.0,5.0,1.61,61.8,249,23.1,538.9,1.1,0.98,1.61,True,
FVG,PENGU,1H,1.25,1.5,1.37,62.5,261,20.4,156.1,0.75,0.75,1.37,True,
